doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note
turkiye-finans--kobi-kredileri-kobi-aninda-finansman;turkiye-finans;campaign_type;Yatırım Ürünü;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--ticari-katilma-hesaplari-ticari-katilma-hesaplari;turkiye-finans;campaign_type;Yatırım Ürünü;0.80;classifier;;Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kapsamında Bankamız ile paylaşmış olduğunuz kişisel verileriniz ile ilgili detaylı bilgiye Kişisel Veril …;;;
turkiye-finans--ticari-katilma-hesaplari-ticari-katilma-hesaplari;turkiye-finans;vade_ay;1;0.85;rule_heuristic;;…açtığınızda, getirinin yanı sıra stopaj avantajından da yararlanabilirsiniz. Katılma Hesabı Nedir? Katılma Hesabı en az [1 ay] vadeli veya sizin belirleyeceğiniz gün kadar açılan ve kâr ortaklığı çerçevesinde vade sonunda getirinin paylaşıldığı f…;;;
vakif-katilim--detay-eyt-finansmani;vakif-katilim;campaign_type;Finansman;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar EYT Finansmanı Kampanya Geçerlilik Tarihi Kampanya Süresi Do …;;;
vakif-katilim--detay-eyt-finansmani;vakif-katilim;vade_ay;36;0.85;rule_heuristic;;…gorta ve Bağkur prim ödemelerini tamamlayamadığı için emekli olamayan müşterilerimiz için finansman desteği sağlıyoruz. [36 ay] vadeye kadar, EYT finansmanı Vakıf Katılım'da! Detaylı bilgi için sizleri en yakın Şubemize bekliyoruz. Finansman tutar…;;;
vakif-katilim--detay-eyt-finansmani;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;… SGK Tescil ve Hizmet Dökümü istenecektir. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--detay-igdas-fatura-odemelerinize-vade-farksiz-3-taksit;vakif-katilim;campaign_type;Kart;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar İgdaş Fatura Ödemelerinize Vade Farksız 3 Taksit Kampanya Ge …;;;
vakif-katilim--detay-igdas-fatura-odemelerinize-vade-farksiz-3-taksit;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…ZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar İgdaş Fatura Ödemelerinize Vade Farksız [3 Taksit] Kampanya Geçerlilik Tarihi Kampanya Süresi Dolmuştur Kampanya Detayları 8 Ekim 2025 – 31 Mayıs 2026 tarihleri arasında …;;;
vakif-katilim--detay-igdas-fatura-odemelerinize-vade-farksiz-3-taksit;vakif-katilim;kampanya_suresi;2025-10-08;0.72;rule_heuristic;;…gdaş Fatura Ödemelerinize Vade Farksız 3 Taksit Kampanya Geçerlilik Tarihi Kampanya Süresi Dolmuştur Kampanya Detayları [8 Ekim 2025] – 31 Mayıs 2026 tarihleri arasında İgdaş faturalarınızı Vakıf Katılım Kredi Kartınız ile ödeyin, vade farksız 3 taksit …;;;
vakif-katilim--detay-igdas-finansman-kampanyasi;vakif-katilim;campaign_type;Finansman;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Kampanyalar İGDAŞ Finansman Kampanyası Kampanya Geçerlilik Tarihi Kampan …;;;
vakif-katilim--detay-igdas-finansman-kampanyasi;vakif-katilim;finansman_tutari;"{""currency"": ""TRY"", ""value"": 5000.0}";0.82;rule_heuristic;;…0 TL 12.000 TL 12.000 TL Kampanya Detayları: Kampanya kapsamında kullanılabilecek vade farksız finansman tutarı minimum [5.000 TL] ile maksimum 15.000 TL aralığında olup, müşteri adına birden fazla İGDAŞ aboneliği olması durumunda toplamda 15.000 TL'…;;;
vakif-katilim--detay-igdas-finansman-kampanyasi;vakif-katilim;vade_ay;12;0.85;rule_heuristic;;…orsanız 1 ekim 2023- 31 Mayıs 2024 tarihleri arasında İGDAŞ ödemeleriniz için kullanabileceğiniz vade farksız-masrafsız [12 aya] varan vade seçenekleri ile finansman imkanı Vakıf Katılım Şubelerinde sizleri bekliyor. 15.000 TL'ye kadar vade farksız…;;;
vakif-katilim--detay-igdas-finansman-kampanyasi;vakif-katilim;taksit_sayisi;3;0.85;rule_heuristic;;…e güncel İGDAŞ faturası yeterli olacaktır. Tümünü Göster İlginizi Çekebilecek Kampanyalar MTV Ödemelerinde Vade Farksız [3 Taksit] Detaylı Bilgi VKart'la Şarj Et, Yola Devam Et! Detaylı Bilgi TROY ile Gelir Vergisi Ödemelerine Vade Farksız 3 Taksit D…;;;
vakif-katilim--finansmanlar-is-yeri-finansmani;vakif-katilim;campaign_type;Konut Finansmanı;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Finansmanlar İş Yeri Finansmanı İş Yeri Finansmanı İşinizi büyütmek için …;;;
vakif-katilim--finansmanlar-is-yeri-finansmani;vakif-katilim;vade_ay;60;0.85;rule_heuristic;;…İçin Finansmanlar İş Yeri Finansmanı İş Yeri Finansmanı İşinizi büyütmek için gayrimenkul yatırımına ihtiyacınız varsa, [60 ay] vadeyle %100'e kadar finansal destek alabilirsiniz. Finansman Hesapla İş Yeri Finansmanı Nedir? Satın almak istediğiniz…;;;
vakif-katilim--finansmanlar-konut-finansmani;vakif-katilim;campaign_type;Konut Finansmanı;0.80;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Finansmanlar Konut Finansmanı Konut Finansmanı Vakıf Katılım tarafından …;;;
vakif-katilim--finansmanlar-konut-finansmani;vakif-katilim;vade_ay;60;0.85;rule_heuristic;;"…Detaylı Bilgi Arsa Finansmanı Yatırımlarınızı arsa satın alarak korumak istiyorsanız; Arsa Finansmanına hemen başvurun, [60 aya] kadar vade olanaklarıyla planlarınızı ertelemeyin. Detaylı Bilgi İhtiyaç Finansmanı Eskiyen laptopunuzu yenilemek, bozu…";;;
vakif-katilim--finansmanlar-motosiklet-finansmani;vakif-katilim;campaign_type;Finansman;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Finansmanlar Motosiklet Finansmanı Motosiklet Finansmanı Vakıf Katılım t …;;;
vakif-katilim--finansmanlar-motosiklet-finansmani;vakif-katilim;vade_ay;48;0.85;rule_heuristic;;"… Vade Seçeneklerimi Etkiler mi? Nihai fatura değeri 400.000 TL ve altında olan motosiklet finansmanları için azami vade [48 ay]; nihai fatura değeri 400.001 TL ile 800.000 TL arasında olan motosiklet finansmanları için azami vade 36 ay; nihai fatu…";;;
vakif-katilim--katilma-hesaplari-ara-donem-kar-payi-odemeli-katilma-hesabi;vakif-katilim;campaign_type;Yatırım Ürünü;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa İşim İçin Hesaplar Katılma Hesapları Ara Dönem Kâr Payı Ödemeli Katılma Hesabı Ara D …;;;
vakif-katilim--katilma-hesaplari-ara-donem-kar-payi-odemeli-katilma-hesabi;vakif-katilim;vade_ay;12;0.72;rule_heuristic;;…Bakanlar Kurulu Kararı'na göre 1 yıl ve daha uzun vadeli hesaplar ile dönemsel kâr payı ödemeli (1 ay, 3 ay, 6 ay ya da [1 yıl]) hesaplarda vadeden önce en fazla 2 defa ve toplamda anaparanın %50'sine kadar kısmi çekim yapılabilir. Hesaptaki kâr p…;;;
vakif-katilim--katilma-hesaplari-ceyiz-hesabi;vakif-katilim;campaign_type;Konut Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Kendim İçin Hesaplar Katılma Hesapları Çeyiz Hesabı Çeyiz Hesabı Vakıf Katılım ile ş …;;;
vakif-katilim--katilma-hesaplari-ceyiz-hesabi;vakif-katilim;vade_ay;36;0.85;rule_heuristic;;…hem de %25'e kadar devlet desteğiyle birikim fırsatı sağlayan hesaptır. Özellikler Uzun Vadeli Katılım Hesabıdır Asgari [3 yıl] vade ile açılabilmektedir. Devlet Katkılı Hesaptır %25 devlet desteği bulunmaktadır. Devlet Katkısı Oranları Düzenli Öd…;;;
vakif-katilim--kendim-icin-detay-tasit-finansmani;vakif-katilim;campaign_type;Finansman;0.70;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa Diğer Yardım Merkezi Taşıt Finansmanı ile ilgili Sıkça Sorulan Sorular Taşıt Finansm …;;;
ziraat-katilim--hesaplar-cari-hesaplar;ziraat-katilim;campaign_type;Kart;0.70;classifier;;Cari Hesap Cari Hesap Nedir? Cari hesaplar, TL, Döviz ve Kıymetli Maden cinsinden vadesiz olarak açılabilen ve karşılığında kâr payı dağıtımı yapılmayan hesaplardır. Vadesiz olarak açacağınız Cari Hesaplarımız ile tasarr …;;;
ziraat-katilim--hesaplar-cari-hesaplar;ziraat-katilim;kampanya_suresi;2004-09-26;0.55;rule_heuristic;;… tüzel kişiler ve ortaklıklar ile ana, baba, eş ve velâyet altındaki çocuklarına ait katılım fonu ile diğer hesaplar. * [26/09/2004] tarihli ve 5237 sayılı Türk Ceza Kanunu'nun 282. maddesindeki suçtan kaynaklanan malvarlığı değerleri kapsamına giren k…;;;
ziraat-katilim--hesaplar-katilma-hesaplari;ziraat-katilim;campaign_type;Konut Finansmanı;0.70;classifier;;Katılma Hesapları Katılma Hesabı Tasarruflarınızın katılım bankacılığı prensipleri doğrultusunda, faizsiz bankacılık anlayışı çerçevesinde sanayi, ticaret ve hizmet sektörlerinin finansmanında değerlendirildiği ve geliri …;;;
ziraat-katilim--hesaplar-katilma-hesaplari;ziraat-katilim;vade_ay;1;0.72;rule_heuristic;;… Hesabı Ara dönem kâr payı ödemeli katılma hesapları, bir yıl vadeli olarak açılabilen ve kâr payı ödemesi tercihe göre [1 aylık], 3 aylık, 6 aylık ya da dönem sonu ödemeli yapılabilen hesap türüdür. Detaylı Bilgi Konut Hesabı Konut hesabı, ilk kez …;;;
ziraat-katilim--ihtiyac-finansmani-aninda-finansman;ziraat-katilim;campaign_type;Kart;0.70;classifier;;Anında Finansman Anında Finansman Nedir? İhtiyacınız olan ürün ve hizmetleri Bankamızla anlaşması olan kurum ve kuruluşlardan, şubeye gitmeye gerek kalmaksızın, günün her saatinde ve dijital kanallar vasıtasıyla kolay ve …;;;
ziraat-katilim--ihtiyac-finansmani-aninda-finansman;ziraat-katilim;vade_ay;36;0.72;rule_heuristic;;… vb. herhangi bir evrak sunmanıza gerek kalmadan alışveriş esnasında hızlıca finansmana ulaşabilirsiniz. Uygun fiyat ve [36 aya] varan taksit seçenekleri ile uzun vadelerde geri ödeme imkanından faydalanabilirsiniz. Kredi kartına alternatif bir öde…;;;
ziraat-katilim--kampanyalar-ziraat-katilim-bankkart-babalargunu-kampanyasi;ziraat-katilim;campaign_type;Kart;0.60;classifier;;Ziraat Katılım Bankkart Babalar Günü Kampanyası Ziraat Katılım Bankkart Babalar Günü Kampanyası Kampanya 7 Haziran -19 Haziran tarihleri arasında yapılacak harcamalar için geçerli olacaktır. Kampanya süresince bankkart a …;;;
ziraat-katilim--kampanyalar-ziraat-katilim-bankkart-babalargunu-kampanyasi;ziraat-katilim;kampanya_suresi;2023-06-23;0.55;rule_heuristic;;…arihinde açık statüde olması gerekmektedir. Bir müşteri kampanyadan bir kez yararlanabilir. Kazanılan Bankkart Lira'lar [23.06.2023] tarihinde yüklenecektir. Ziraat Katılım Bankası A.Ş. kampanya koşullarını değiştirme veya durdurma hakkına sahiptir. SA…;;;
ziraat-katilim--ozel-bankacilik-ayricaliklari-egitim-finansman;ziraat-katilim;campaign_type;Finansman;0.60;classifier;;Eğitim Finansmanı Özel Bankacılık müşterilerimizin çocukları için Eğitim Finansmanı! Özel bankacılık müşterilerimize (eğitim alacak kişinin velisi/kendisi) yurt içi veya yurt dışı tüm eğitim finansmanı desteği sağlıyoruz …;;;
ziraat-katilim--ozel-bankacilik-ayricaliklari-tekne-yat-finansmani;ziraat-katilim;campaign_type;Finansman;0.70;classifier;;Tekne / Yat Finansmanı Özel müşterilerimiz için deniz taşıtı finansmanı! Özel bankacılık müşterilerimize sıfır ya da ikinci el tekne, yat, kayık, yelkenli vb. deniz taşıtı satın alımlarında uygun kar oranları ve vade imk …;;;
adil-katilim--katilim-bankaciligi-danisma-komitesi;adil-katilim;vade_ay;24288;0.10;rule_heuristic;;"…Akademik kariyerine 2015 yılında Karamanoğlu Mehmetbey Üniversitesi'nde başlayan Gezgin, 2022'de doçent unvanını almış; [2024 yılı] itibarıyla Marmara Üniversitesi İslam Ekonomisi ve Finansı Enstitüsü kadrosuna katılmıştır. İslam hukuku ve iktisadı üz…";;;
albaraka--ihtiyac-egitim-finansmani;albaraka;vade_ay;12;0.45;rule_heuristic;;…lerinizi rahatça yapabilirsiniz. Eğitim Finansmanının Avantajları Nelerdir? Eğitim finansmanı ile eğitim masraflarınızı [12 aya] kadar taksitlendirerek ödeyebilir, yıllık veya dönemsel olarak talep edilen ödemeleri aylık vadelerle ödeme fırsatına s…;;;
albaraka--ihtiyac-hac-ve-umre-finansmani;albaraka;kar_payi_orani;36.0;0.37;rule_heuristic;;… ile hac ve umre ziyaretleriniz için gerekli olan ödeme için finansman desteği alabilir, avantajlı kâr payı oranlarıyla [36 ]aya kadar vade imkanından yararlanabilirsiniz. Hac/Umre Finansmanının Avantajları Nelerdir? Hac ve umre finansmanında ha…;;;
hayat-finans--kampanyalar-hayatfinansla-islem-yaptikca-kazan;hayat-finans;finansman_tutari;"{""currency"": ""TRY"", ""value"": 10.0}";0.40;rule_heuristic;;…sinde en fazla 10 adet işlem için maksimum 100 TL kazanabilirsiniz. Bir işlem için kazanılabilecek ödül tutarı en fazla [10 TL] 'dir. Koşulların sağlanması halinde ödül, ertesi gün Hayat Pay cüzdanına yatırılır. Koşullar Sadece EFT/FAST ile gelen …;;;
hayat-finans--yatirim-ve-birikim-kira-sertifikasi-yatirim-ve-birikim;hayat-finans;vade_ay;12;0.45;rule_heuristic;;… sağlayan kişiler nitelikli yatırımcı (profesyonel müşteri) olarak kabul edilecektir: İşlem yapılacak olan piyasada son [1 yıl] içinde 3 aylık dönemde en az 5.000.000 TL hacminde ve en az 10 adet işlem gerçekleştirilmiş olması. Nakit mevduatları v…;;;
hayat-finans--yatirim-ve-birikim-kira-sertifikasi-yatirim-ve-birikim;hayat-finans;kampanya_suresi;2013-06-07;0.45;rule_heuristic;;…ırımcılara ilgili varlık veya haklardan payları oranında gelir elde etme imkanı sağlar. Kira Sertifikası (Sukuk) Nedir? [07.06.2013] tarihli 28670 sayılı Resmi Gazete'de yayımlanan (III-61.1) Kira Sertifikaları Tebliği (III-61.1) uyarınca, kira sertif…;;;
hayat-finans--yatirim-ve-birikim-yatirimci-seviye-sistemi;hayat-finans;vade_ay;3;0.45;rule_heuristic;;… yükselir, işlem kurlarınız iyileşir, maliyetleriniz düşer. Nasıl Çalışır? Döviz ve kıymetli maden işlemleri yapın, Son [3 aylık] toplam işlem hacminize göre seviyeniz otomatik belirlensin, Seviyeniz yükseldikçe daha avantajlı kurlar ile işlem yapın…;;;
kuveyt-turk--alisveris-finansmanlari-alisveris-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…r. Bilgisayar alışverişleriniz maksimum 12 ay vadelendirilmektedir. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;
kuveyt-turk--altin-hesaplari-ziynet-altin-katilma-hesabi;kuveyt-turk;kar_payi_orani;55.0;0.37;rule_heuristic;;…yabilirsiniz. Ziynet Altın Katılma Hesabı kâr paylaşım oranı nedir? Ziynet Altın Katılma Hesabı kâr payı paylaşım oranı [%55]'e %45'dir. Vade süresi içerisinde hesabıma ekstra altın yatırabilir miyim? Ziynet Altın Katılma Hesabı'na yalnızca açıl…;;;
kuveyt-turk--arac-finansmanlari-arac-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…r sahibi olmayı düşündüğünüzde hesaplama aracını kullanabilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;
kuveyt-turk--ihtiyac-finansmanlari-elektrikli-arac-sarj-unitesi-finansmani;kuveyt-turk;kar_payi_orani;36.0;0.37;rule_heuristic;;…rikli Araç Şarj Ünitesi Finansmanı ile aracınıza uygun şarj ünitesini nakit sorunu yaşamadan uygun kâr payı oranları ve [36 ]aya varan vade seçenekleri ile satın alabilirsiniz. Elektrikli Araç Şarj Ünitesi Finansmanı'na Nasıl Başvurulur? Elektri…;;;
kuveyt-turk--ihtiyac-finansmanlari-elektrikli-arac-sarj-unitesi-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…ir sahibi olmak için aşağıdaki hesaplama aracını kullanabilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;
kuveyt-turk--ihtiyac-finansmanlari-seyahat-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…ıyla finansman ya da taksit tutarına göre hesaplama yapabilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;
kuveyt-turk--konut-finansmanlari-2b-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…r sahibi olmayı düşündüğünüzde hesaplama aracını kullanabilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;
turkiye-emlak-katilim--katilma-hesaplari-konut-hesabi;turkiye-emlak-katilim;kampanya_suresi;1961-01-04;0.45;rule_heuristic;;…lık periyotta ise minimum 13.534,51 TL – maksimum 135.345,11 TL'dir. Bu tutarlar her yıl bir önceki yıla ilişkin olarak [4/1/1961] tarihli ve 213 sayılı Vergi Usul Kanunu uyarınca tespit ve ilan edilen yeniden değerleme oranı kadar artırılır. Bir müş…;;;
turkiye-finans--bireysel-urun-hizmet-ucretleri;turkiye-finans;finansman_tutari;"{""currency"": ""TRY"", ""value"": 50.0}";0.40;rule_heuristic;;…utar Asgari Oran Azami Tutar Azami Oran Açıklama Güncelleme Tarihi Oran % 0.018 Bsmv Hariçtir 07.01.2026 00:00:00 Tutar [50 TL] 200 TL Bsmv Hariçtir 07.01.2026 00:00:00 *500 grama kadar BSMV dahil min 50.00 TL maks 200.00 TL, 501 gram ve üzerindek…;;;
turkiye-finans--bireysel-urun-hizmet-ucretleri;turkiye-finans;taksit_sayisi;0;0.40;rule_heuristic;;… TL 350.92 TL Araç Muvafakat İşlemlerinde hizmeti veren kuruluşa ödenmek üzere tahsil edilen ücrettir. 02.01.2026 00:00:[00 Taksit]li Ticari Taşıt Finansmanı Finansman Oranları ve Ücretleri Masraf Asgari Tutar Asgari Oran Azami Tutar Azami Oran Açıkla…;;;
turkiye-finans--bireysel-urun-hizmet-ucretleri;turkiye-finans;kampanya_suresi;2026-05-15;0.45;rule_heuristic;;…anları ve Ücretleri Masraf Asgari Tutar Asgari Oran Azami Tutar Azami Oran Açıklama Güncelleme Tarihi Vade: 0-12 ay % 9 [15.05.2026] 00:00:00 Vade: 13-24 ay % 9 15.05.2026 00:00:00 Vade: 25-36 ay % 9 15.05.2026 00:00:00 Vade: 37-48 ay % 9 15.05.2026 00…;;;
turkiye-finans--kampanyalar-emeklilere-nakit-promosyon;turkiye-finans;vade_ay;3;0.45;rule_heuristic;;… İlk kez kredi kartı başvurusu yapıp onaylanan yeni kart sahibi emeklilerimiz ve mevcutta kredi kartı olup ekstresi son [3 ay] 0 TL olarak kesilen emekli müşterilerimiz kampanyadan yararlanabilecektir. Şartları sağlayan emekli müşterilerimiz taah…;;;
vakif-katilim--detay-igdas-finansman-kampanyasi;vakif-katilim;kampanya_suresi;2023-10-01;0.45;rule_heuristic;;…cak ve bütçenizi rahatlatacak yepyeni bir kampanya! Kış aylarında yüksek gelen faturalar bütçenizi aşmasın istiyorsanız [1 ekim 2023]- 31 Mayıs 2024 tarihleri arasında İGDAŞ ödemeleriniz için kullanabileceğiniz vade farksız-masrafsız 12 aya varan vade s…;;;
vakif-katilim--katilma-hesaplari-ceyiz-hesabi;vakif-katilim;kar_payi_orani;25.0;0.40;rule_heuristic;;…le 3 yıl düzenli birikim yaparak 27 yaşınızı doldurmadan önce evlenmeniz durumunda hem Vakıf Katılım'ın kâr payı hem de [%25]'e kadar devlet desteğiyle birikim fırsatı sağlayan hesaptır. Özellikler Uzun Vadeli Katılım Hesabıdır Asgari 3 yıl vade…;;;
ziraat-katilim--hesaplar-cari-hesaplar;ziraat-katilim;vade_ay;3;0.45;rule_heuristic;;…urt Dışı Yerleşik T.C. Nüfus Cüzdanı, T.C. Sürücü Belgesi veya Pasaport Adres teyit belgesi (yerleşim yeri belgesi, son [3 aya] ilişkin abonelik gerektiren bir fatura örneği, bir kamu kurumu tarafından verilen belge) Pasaport veya ikamet tezkeresi…;;;
ziraat-katilim--ihtiyac-finansmani-aninda-finansman;ziraat-katilim;kar_payi_orani;36.0;0.37;rule_heuristic;;…nlaşma sağlanan kurum ve kuruluşlardan Katılım Mobil ile QR kod okutularak yapılabilecektir. Uygun kâr payı oranları ve [36 ]aya varan taksit imkanları ile şubeye gitmeden ihtiyaca uygun ürünler hızlıca finanse edilebilecektir. (Yasal vade koşul…;;;
albaraka--2026-kahve-keyfiniz-albarakadan;albaraka;kampanya_kosullari;"[""Kampanya Detayları: Kampanya sadece Espressolab'ın Türkiye mağazalarında; küçük boy (12 oz) aromasız kahveler (espresso, espresso macchiato, latte, cappuccino, filtre kahve, americano, flat white, cortado), türk kahvesi, karadeniz çayı ve bitki çaylarında geçerlidir."", ""Kampanyadan yararlanabilmek için sadakat segmentinizin Elmas ya da Platin olması gerekmektedir."", ""Albaraka Türk Katılım Bankası A.Ş. kampanya şartlarında önceden haber vermeksizin değişiklik yapabilme hakkını saklı tutar.""]";0.95;rule_heuristic;;"…stererek hediye kahvenizi alın. Kampanya Başlangıç ve Bitiş Tarihi: Kampanya 1-30 Haziran 2026 tarihlerinde geçerlidir. [Kampanya Detayları: Kampanya sadece Espressolab'ın Türkiye mağazalarında; küçük boy (12 oz) aromasız kahveler (espresso, espresso macchiato, latte, cappuccino, filtre kahve, americano, flat white, cortado), türk kahvesi, karadeniz çayı ve bitki çaylarında geçerlidir.] Kampanyadan 30 Haziran 2026 tarihine kadar faydalanabilirsiniz. Kampanya dönemi içerisinde, kampanyadan haftada bir kez…";;;
albaraka--2026-kahve-keyfiniz-albarakadan;albaraka;hedef_kitle;"[""mevcut_musteri""]";0.95;rule_heuristic;;"…a Mobil Mobil Bankacılık Aç Kahve Keyfiniz Albaraka'dan! Anasayfa Kampanyalar Detay 2026 Espressolab'de Elmas ve Platin [müşterilerimize özel] haftada 1 kahve hediyesi! Kampanyaya Katılım Adımları: Albaraka Mobil'e giriş yapın, Kampanyalar> ""Kahve Keyfiniz Albar…";;;
albaraka--detay-dijital-katilma-hesabina-ozel-paylasim-oranlari-10;albaraka;kampanya_kosullari;"[""Kampanya yalnızca gerçek kişiler için geçerlidir."", ""Kampanya Detayları Kampanyadan yalnızca 1 Nisan 2026 - 31 Aralık 2026 tarihleri arasında Albaraka Mobil'den görüntülü görüşme ile müşterimiz olanlar yararlanabilmektedir."", ""Avantajlı kâr paylaşım oranı Albaraka Mobil üzerinden, TL cinsinden açılan Katılma Hesapları için geçerlidir."", ""Dijital Katılma Hesabı TL cinsinden minimum 250 TL ile açılmaktadır."", ""Albaraka Türk Katılım Bankası, sektör koşullarına göre değişiklik yapma, kampanyayı sonlandırma hakkını saklı tutar.""]";0.95;rule_heuristic;;…mamlayıp ilk kez müşteri olan, Albaraka Mobil üzerinden TL cinsinden Katılma Hesabı açan müşterilerimiz faydalanabilir. [Kampanya yalnızca gerçek kişiler için geçerlidir.] Kampanya Detayları Kampanyadan yalnızca 1 Nisan 2026 - 31 Aralık 2026 tarihleri arasında Albaraka Mobil'den görüntülü g…;;;
albaraka--detay-dijital-katilma-hesabina-ozel-paylasim-oranlari-10;albaraka;hedef_kitle;"[""yeni_musteri""]";0.95;rule_heuristic;;…ihlerinde geçerlidir. Kampanyadan Kimler Faydalanabilir? Albaraka Mobil üzerinden görüntülü görüşme sürecini tamamlayıp [ilk kez] müşteri olan, Albaraka Mobil üzerinden TL cinsinden Katılma Hesabı açan müşterilerimiz faydalanabilir. Kampanya yalnızc…;;;
