doc_id;bank;field;model_value;model_conf;confidence_source;disagreement;snippet;gold_value;verdict;note;protokol
vakif-katilim--nakdi-finansmanlar-proje-finansmani;vakif-katilim;campaign_type;İhtiyaç Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa İşim İçin Finansmanlar Nakdi Finansmanlar Proje Finansmanı Proje Finansmanı Vakıf Ka …;;;;v2
vakif-katilim--tarim-finansmanlari-tarim-finansman-urunleri;vakif-katilim;campaign_type;Taşıt Finansmanı;0.60;classifier;;Müşteri Ol Kendim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ İşim İçin SİZE ÖZEL ÇÖZÜMLER ÜRÜN VE HİZMETLERİMİZ Hakkımızda Ana Sayfa İşim İçin Finansmanlar Tarım Finansmanları Tarım Finansman Ürünleri Tarım Finansman …;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;kar_payi_orani;;;;;…len günler için Banka'nın kredi/finansman ödeme tarihinde ticari kredilere uyguladığı en yüksek kredi kâr payı oranının [%30 ]fazlası bir oranda işleyecek gecikme cezasını da Banka'ya ödemeyi kabul ve beyan etmektedir. Aracı, söz konusu bu ödeme …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;vade_ay;12;0.45;rule_heuristic;;…Finansmanı (Rehin Kaldırma) Taşıt Finansmanı (Muvafakat Ekleme) DİĞER Kiralık Kasa Ücreti Büyük Boy Kiralık Kasa Ücreti [1 yıllık] 6 aylık 3 aylık Büyük Boy Kiralık Kasa Depozito Ücreti 1 yıllık 6 aylık 3 aylık Orta Boy Kiralık Kasa Ücreti 1 yıllık 6…;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;kampanya_suresi;2026-03-03;0.45;rule_heuristic;;… nedeniyle bir takvim yılı içerisinde yeniden basılan 2 adetin üstündeki her bir kart için tahakkuk ettirilen ücrettir. [01.01.2024] 01.01.2024 01.01.2024 03.03.2026 03.03.2026 03.03.2026 03.03.2026 03.03.2026 03.03.2026 03.03.2026 03.03.2026 03.03.202…;;;;v2
kuveyt-turk--altin-hesaplari-altina-altin-katilma-hesabi;kuveyt-turk;kar_payi_orani;40.0;0.20;rule_heuristic;;…için şubemiz ile iletişime geçmenizi öneririz. Altına Altın Katılma Hesabı kâr payı oranı nedir? Hesabın kâr payı oranı [%40]'a %60'dır. Altına Altın Katılma Hesabı hangi vadelerde açılabilir? Hesap açılışı esnasından 1-12 ay arasından dilediğin…;;;;v2
kuveyt-turk--ihtiyac-finansmanlari-egitim-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…mümkündür. Bunun için tutarı girip vade süresini seçmek yeterlidir. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;;v2
kuveyt-turk--ihtiyac-finansmanlari-hac-umre-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…rulara detaylı cevapları şubelerimiz aracılığıyla öğrenebilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;;v2
kuveyt-turk--ihtiyac-finansmanlari-seyahat-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…ıyla finansman ya da taksit tutarına göre hesaplama yapabilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;;v2
kuveyt-turk--ihtiyac-finansmanlari-tekne-tuketici-finansmani;kuveyt-turk;finansman_tutari;"{""currency"": ""TRY"", ""value"": 0.0}";0.37;rule_heuristic;;…menizi uygun kâr payı oranları ile kolayca gerçekleştirebilirsiniz. Taksit Tutarı Ödenecek Toplam Tutar Aylık Kâr Oranı [0,00 TL] 0,00 TL %0 Ödeme Planı Hemen Başvur Detaylı Bilgi ve Ödeme Planı Finansman Tutarı Taksit Sayısı Taksit Tutarı Aylık Kâr…;;;;v2
kuveyt-turk--kampanyalar-kampanya-arsivi-2;kuveyt-turk;vade_ay;12;0.85;rule_heuristic;;Ana Sayfa Kampanyalar Kampanyalar Kendim İçin İşim İçin Güncel Kampanyalar Yıl Seçiniz 2026 2025 2024 2023 [2021 Ay] Seçiniz 31.07.2026 MTV Ödemelerinizde Vade Farksız 3 Taksit Fırsatı! Kuveyt Türk Tüzel Kredi Kartlarınızla 200 TL ve üz…;;;;v2
turkiye-finans--bireysel-arsa-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 500.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
turkiye-finans--bireysel-gunluk-hesap;turkiye-finans;kampanya_suresi;2023-08-05;0.45;rule_heuristic;;…li diğer koşulları değiştirme hakkı saklıdır. Günlük Hesap Hoş Geldin Avantajı nedir? Günlük Hesap Hoş Geldin Avantajı, [5 Ağustos 2023] tarihi itibarıyla bankamızın yeni müşterisi olan ve ilk defa Günlük Hesap açan müşterilerimizin TL cinsinden açtıkları …;;;;v2
turkiye-finans--bireysel-isyeri-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 500.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
turkiye-finans--ihtiyac-finansmani-ihtiyac-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 625.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] …e aynı belgeler talep edilecektir. Sigortalı İhtiyaç Finansmanı (İhtiyaç Kredisi)* Kâr Payı Oranları ve Maliyet Tablosu [Vade Kâr Payı Oranı] Tahsis Ücreti Aylık Toplam Maliyet Yıllık Toplam Maliyet 3 4,09% 0,50% 5,63% 92,88% 12 4,05% 0,50% 5,37% 87,29% 18 4,05…";;;;v2
turkiye-finans--kampanyalar-banka-calisanlarina-ozel-ihtiyac-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 625.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] …ada değişiklik yapma hakkına sahiptir. Banka Çalışanlarına Özel Sigortalı İhtiyaç Finansmanı Kampanyası Maliyet Tablosu [Vade Kâr Payı Oranı] Tahsis Ücreti Aylık Toplam Maliyet Yıllık Toplam Maliyet 3 4,06% 0,50% 5,59% 92,02% 12 4,04% 0,50% 5,36% 87,01% 24 4,00…";;;;v2
turkiye-finans--kampanyalar-ihtiyac-finansmani-kampanyasi;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 625.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] …e bulundurarak serbestçe değerlendirme hakkına sahiptir. Yapılan değerlendirme sonucunda müşterinin talep ettiği limit, [vade ve kâr payı oranı] dışında bir teklif sunulabilir. Türkiye Finans Katılım Bankası, onaylanan finansmanın kullanımı için son kararı verme, …";;;;v2
turkiye-finans--kampanyalar-kamu-calisanlarina-ozel-ihtiyac-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 625.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
turkiye-finans--kampanyalar-turkiye-finans-avantajlariyla-mobilden-tanis;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 625.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
turkiye-finans--konut-finansmani-konut-finansmani;turkiye-finans;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 500.0}";0.95;rule_heuristic;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
turkiye-finans--tasit-finansmani-tasit-finansmani-2;turkiye-finans;tahsis_ucreti;;;;;"[MODEL ŞEMA DIŞI DEĞER ÜRETTİ: {""rate"": 0.5} — tahsis_ucreti: para {""value"": 500, ""currency"": ""TRY""} biçiminde olmalı; {'rate': 0.5} geldi. Doğru değer metinde varsa verdict=fix ile yazın.] []Navigasyonu görüntüle İçeriği görüntüle GÜNCELLE Çerez Politikası ve 6698 sayılı Kişisel Verilerin Korunması Kanunu kaps…";;;;v2
albaraka--detay-dijital-musterilere-ozel-pratik-finansman-kart;albaraka;kar_payi_orani;"{""max"": 3.95, ""min"": 3.85}";0.90;rule_heuristic;;[]Albaraka Mobil Mobil Bankacılık Aç Dijital Müşterilere Özel Pratik Finansman Kart Anasayfa Kampanyalar Kampanya Başlangı…;;;;v2
albaraka--detay-dijital-musterilere-ozel-pratik-finansman-kart;albaraka;vade_ay;95;0.95;rule_heuristic;;[]Albaraka Mobil Mobil Bankacılık Aç Dijital Müşterilere Özel Pratik Finansman Kart Anasayfa Kampanyalar Kampanya Başlangı…;;;;v2
albaraka--detay-dijital-musterilere-ozel-pratik-finansman-kart;albaraka;kampanya_kosullari;"[""Pratik Finansman Kart Finansman Kampanyası Koşulları Kampanyadan 1 Ocak 2026 – 31 Aralık 2026 tarihleri arasında Albaraka Mobil'i indirip \""Müşteri Olmak İstiyorum\"" adımından ilerleyerek ilk defa Albaraka'lı olan müşterilerimiz Dijital Müşterilere özel vade farksız veya özel oranlı Pratik Finansman Kart\"" kampanyasına başvurabilecektir."", ""Kampanyamız sadece yeni müşterilerimiz için geçerli olup daha önce Albaraka müşterisi olmuş müşterilerimiz kampanyadan faydalanamaz."", ""Müşterilerimiz kampanya süresi boyunca yalnızca 1 kez kampanyadan faydalanabilecektir."", ""Kampanyadan 25 yaş ve üzerindeki müşteriler yararlanabilecek olup, ayrıca gelir şartı aranacaktır."", ""Kampanya sadece Albaraka Mobil ve İnternet üzerinden tamamlanacak Pratik Finansman Kart başvuruları için geçerlidir."", ""Pratik Finansman Kart ile asgari 250 TL, azami 150.000 TL finansman kullanılabilmektedir."", ""Sadece ihtiyaç finansmanı olan pratik kart ürünümüzde araç veya konut alıma konu olduğunda ilgili finansman kart kullanılamamaktadır."", ""Pratik Finansman Kart kullanım koşulları ve ürün detayları için tıklayınız.""]";0.95;rule_heuristic;;"…rler; Mobilya ve Beyaz Eşya, Oto Servis ve Bakım, Teknoloji Marketler, Ulaşım Bileti Alımı, Sağlık, Okul, Kırtasiyedir. [Pratik Finansman Kart Finansman Kampanyası Koşulları Kampanyadan 1 Ocak 2026 – 31 Aralık 2026 tarihleri arasında Albaraka Mobil'i indirip ""Müşteri Olmak İstiyorum"" adımından ilerleyerek ilk defa Albaraka'lı olan müşterilerimiz Dijital Müşterilere özel vade farksız veya özel oranlı Pratik Finansman Kart"" kampanyasına başvurabilecektir.] Kampanyamız sadece yeni müşterilerimiz için geçerli olup daha önce Albaraka müşterisi olmuş müşterilerimiz kampanyadan …";;;;v2
albaraka--detay-dijital-musterilere-ozel-pratik-finansman-kart;albaraka;hedef_kitle;"[""mevcut_musteri"", ""yeni_musteri""]";0.95;rule_heuristic;;…nyalar Kampanya Başlangıç ve Bitiş 01.01.2026 - 31.12.2026 Müşteri Ol Müşteri Ol Vade farksız 40.000 TL ve uygun oranlı [hoş geldin] finansmanı Albaraka'da! Beyaz eşyadan eğitim ve sağlık harcamalarına, ev eşyalarına kadar birçok ihtiyacınız için Prati…;;;;v2
albaraka--finansmanlar-kobi-gayri-nakdi-finansman;albaraka;kampanya_kosullari;"[""Detaylı Bilgi Kabul-Aval Finansmanları İşbirliği yaptığınız ihracatçı firma tarafından düzenlenen poliçeyi Albaraka Türk'ten alacağınız kabul kredisiyle güvence altına alabilir, uygun koşullarda ürün ithal edebilirsiniz.""]";0.95;rule_heuristic;;…ödeme aracı olarak kabul edilen ve çok sık tercih edilen akreditif, ithalatçıyı da ihracatçıyı da koruyan bir işlemdir. [Detaylı Bilgi Kabul-Aval Finansmanları İşbirliği yaptığınız ihracatçı firma tarafından düzenlenen poliçeyi Albaraka Türk'ten alacağınız kabul kredisiyle güvence altına alabilir, uygun koşullarda ürün ithal edebilirsiniz.] Detaylı Bilgi Referans Mektupları Albaraka üzerindeki kredibilitenizin muhatap kurum tarafından değerlendirilmesini sağ…;;;;v2
albaraka--finansmanlar-kobi-gayri-nakdi-finansman;albaraka;hedef_kitle;"[""belirli_segment""]";0.95;rule_heuristic;;Albaraka Mobil Mobil Bankacılık Aç [Kobi] Gayri Nakdi Finansman Anasayfa KOBİ Finansmanlar Kobi Gayri Nakdi Finansman Teminat Mektupları Jet Teminat Mektubu Akre…;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;masraf_durumu;"{""amount"": 537.5, ""has_fee"": true}";0.95;rule_heuristic;;… kendim gireceğim. Aylık Taksit Tutarı 5.672,67 TL Geri Ödenecek Toplam Tutar 68.072,09 TL Yıllık Maliyet Oranı % 85,17 [Ücret]ler Toplamı 537,50 Ödeme Planı Hemen Başvur Ödeme Planı Taksit No Taksit Tutarı Ana Para Kâr Payı Kalan Ana Para KKDF BS…;;;;v2
albaraka--ihtiyac-pratik-finansman-kart;albaraka;kampanya_kosullari;"[""Standart banka kartları para çekme, yatırma ve bakiye görme gibi işlemleri yapabilmenizi sağlarken, Pratik Finansman Kart ise sadece bireysel ihtiyaç finansman ürünü olduğu için ihtiyaçlarınızı finansman kullanarak anında karşılayabilmenize yardımcı olur."", ""Şubeden ya da dijital kanallardan başvuru yaptığınızda; sizden sadece meslek bilgileri, talep edilen finansman tutarı, talep edilen taksit tutarı ve ilk taksit tarihi bilgileri istenir."", ""Pratik Finansman Kartın asgari ve azami finansman limitleri nedir?"", ""Pratik finansman kart ile asgari 250 TL, 125.000 TL'ye kadar 2 ay ödemesiz dönem seçeneği ile 36 aya kadar vade imkânı, 125.000 TL ile 150.000 TL arası 2 ay ödemesiz dönem seçeneği ile 24 aya kadar vade imkânı ile 150.000 TRY ' ye kadar finansman kullanabilirsiniz Pratik Finansman Kart ile alınan teknolojik aletlerin taksit sayıları nedir?"", ""Sadece ihtiyaç finansmanı olan pratik kart ürünümüzde araç veya konut alıma konu olduğunda ilgili finansman kart kullanılamamaktadır.""]";0.95;rule_heuristic;;"…net Şubesi ya da şubelerimiz üzerinden başvuru yapabilir. Pratik Finansman Kartın banka kartlarından farkları nelerdir? [Standart banka kartları para çekme, yatırma ve bakiye görme gibi işlemleri yapabilmenizi sağlarken, Pratik Finansman Kart ise sadece bireysel ihtiyaç finansman ürünü olduğu için ihtiyaçlarınızı finansman kullanarak anında karşılayabilmenize yardımcı olur.] Başvuru esnasında hangi bilgiler istenir? Şubeden ya da dijital kanallardan başvuru yaptığınızda; sizden sadece meslek …";;;;v2
albaraka--kobi-gayri-nakdi-finansman-kabul-aval-finansmanlari;albaraka;hedef_kitle;"[""belirli_segment""]";0.95;rule_heuristic;;Albaraka Mobil Mobil Bankacılık Aç Kabul-Aval Finansmanları Anasayfa [KOBİ] Finansmanlar Kobi Gayri Nakdi Finansman Kabul-Aval Finansmanları Teminat Mektupları Jet Teminat Mektubu Akreditifler Ka…;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;masraf_durumu;"{""amount"": 0.0, ""has_fee"": false}";0.95;rule_heuristic;;…me'ye konu iş ve işlemler ile kredi/finansman hizmetine ve bankacılık işlemlerine yönelik olarak Aracı'nın işyerlerinde [ücretsiz] stant açabilecektir. 3.23. İşbu Sözleşme kapsamında verilecek hizmetler ile ilgili olarak mevzuatta Banka için yükümlül…;;;;v2
albaraka--sozlesmeler-bayide-finansman-tasit-aracilik-ve-garantorluk-sozlesmesi-kredi-komi;albaraka;kampanya_kosullari;"[""Taraflar, işbu Sözleşme gereğince uyulması gerekli her türlü kanun, tüzük, kararname, karar ve benzeri mevzuat, yasal ve idari düzenlemelerin gereğini yerine getirmek zorundadır."", ""Aracı tarafından gerekli başvurular yapılmak suretiyle ve Banka'nın izin ve yetki vermesi şartıyla Sistem, Aracı'nın bağlı veya bağımsız tacir yardımcısı, ticari temsilci, ticari vekil, personel, alt çalışan ve kendisine bağlı olarak çalışan ve Banka'nın izin ve yetki verdiği kişi tarafından kullanılabilir."", ""Aracı, işbu Sözleşme kapsamında Başvuran'dan bilgi, belge ve sözleşme alma yükümlülüğünü Banka'ya bilgi vermek koşulu ile planlı tadilat, bakım, onarım, izin süreleri dışında Aracı'ya ait işyerlerinden Banka'nın mesai (çalışma) günlerinde ve saatlerinde yerine getirmeyi taahhüt etmektedir 3.8."", ""Aracı, müşteri ilişkileri veya yönetimi anlamında Banka müşterilerinden gelen tüm talepleri de derhal tüm bilgi ve belgelerle birlikte Banka'ya iletecek ve yönlendirecek olup, yalnızca Banka tarafından kendisine bildirilen ve verilen talimatlar kapsamda Banka müşterilerine bilgi ve belge verecektir."", ""maddesinde belirtilen şartları taşıdığını ve Sözleşme süresi içerisinde bu şartların kaybedilmesi durumunda, bu durumu derhal Banka'ya yazılı olarak bildireceğini beyan ve taahhüt eder."", ""Banka tarafından talep edilmesi durumunda ya da BDDK'ca gerekli görülmesi halinde, Aracı tarafından işbu Sözleşme kapsamında verilen hizmetlerden doğabilecek zararları karşılamak amacıyla masrafları Taraflarca karşılanmak üzere Banka'ca sorumluluk sigortası yaptırılabilecektir."", ""Aracı, işbu Sözleşme kapsamında verdiği hizmeti gerçekleştirebilecek yönetim yapısına, yeterli sayı ve nitelikte personele, gerekli teknik donanıma, belge ve kayıt düzenine, iş devamlılığı planına sahip olduğunu, Sözleşme konusu hizmet ile ilgili güvenlik risklerine, yangın ve doğal afetler gibi acil durumlara karşı gerekli önlemleri almış kabul, beyan ve taahhüt eder."", ""Aracı, kendisinden mal veya hizmet satın alan Başvuran'ın olabilecek ayıplarla ilgili şikâyet, iddia ve taleplerine meydan veremeyecek yahut bu sebeplerle mağduriyetlerine yol açmayacak şekilde gerekli tedbirli alacaktır.""]";0.95;rule_heuristic;;…antör olması gibi bir ilişki kurmamakta olup, bu şekilde yorumlanamaz ve anlaşılamaz. 3. TARAFLARIN YÜKÜMLÜLÜKLERİ 3.1. [Taraflar, işbu Sözleşme gereğince uyulması gerekli her türlü kanun, tüzük, kararname, karar ve benzeri mevzuat, yasal ve idari düzenlemelerin gereğini yerine getirmek zorundadır.] Bunları bilmemek bir mazeret teşkil etmez. Bu icapları yerine getirmek için Taraflar hiçbir istekte ve hak iddiasında b…;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;tahsis_ucreti;"{""currency"": ""TRY"", ""value"": 20778.0}";0.95;rule_heuristic;;…tı TROY Ek Kart Ücreti Paraf Platinum Kredi Kartı TROY Ek Kart Ücreti Kredi Kartından Yenileme Ücreti BİREYSEL KREDİLER [Tahsis Ücreti 20.778 TL 3.000 TL 3.000 TL 350,92 TL 350,92 TL 350,92 TL 1]4.000 TL 8.000 TL 4.250 TL 14.000 TL 8.000 TL 4.250 TL 10.000 TL 6.000 TL 3.250 TL 10.000 TL 6.000 TL 3.250 TL 8.000 TL …;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;masraf_durumu;"{""amount"": 0.0, ""has_fee"": false}";0.95;rule_heuristic;;…0 TL 3.250 TL 10.000 TL 6.000 TL 3.250 TL 8.000 TL 5.000 TL 2.750 TL 8.000 TL 5.000 TL 2.750 TL 0.24 TL 0.91 TL 0.91 TL [Ücretsiz] Ücretsiz Ücretsiz 0,50% 0,50% 0,50% 1% 1% 1% Konut Finansmanı Taşıt Finansmanı İhtiyaç Finansmanı Ekspertiz Ücreti Taşı…;;;;v2
dunya-katilim--2516-dk-bireysel-ucrt11-180526-pdf;dunya-katilim;kampanya_kosullari;"[""Finansal Tüketiciler İçin Ücretlerin Değiştirilmesi Usulü: Ücretlere ilişkin artışlar, artış uygulanmaya başlanmadan en az 30 gün önceden Müşteriye kalıcı veri saklayıcısı yoluyla veya kaydı tutulan telefon vasıtasıyla bildirilecektir."", ""Değerli kağıt bedeli hariç ücrettir.""]";0.95;rule_heuristic;;"…eçerlidir. Ücretlerin Tahsil Yöntemi: Ücretler; nakden, mahsuben veya Müşteri hesabına borç kaydedilerek tahsil edilir. [Finansal Tüketiciler İçin Ücretlerin Değiştirilmesi Usulü: Ücretlere ilişkin artışlar, artış uygulanmaya başlanmadan en az 30 gün önceden Müşteriye kalıcı veri saklayıcısı yoluyla veya kaydı tutulan telefon vasıtasıyla bildirilecektir.] Bu bildirim üzerine, bildirimin yapıldığı tarihten itibaren 15 gün sonrasına kadar ürünün veya hizmetin kullanımından v…";;;;v2
hayat-finans--finansmanlar-is-ticari-finansman;hayat-finans;kampanya_kosullari;"[""Hızlı Limit Başvurusu Başvuru için Gerekli Belgeler Vergi Kimlik Numarası Yetkili T.C."", ""Hayat Finans Mobil'den müşteri olun ve sözleşmelerinizi onaylayın: Genel Kredi Sözleşmesi (GKS) ve Genel İşlem Şartları (GİŞ) Gerekli durumlarda kefalet sürecinizi tamamlayın.""]";0.95;rule_heuristic;;…aydalanın! Firmanıza özel finansman çözümleri Ticari faaliyetlerinize uygun esnek finansman seçeneklerinden faydalanın. [Hızlı Limit Başvurusu Başvuru için Gerekli Belgeler Vergi Kimlik Numarası Yetkili T.C.] Kimlik Numarası Yetkili Doğum Tarihi Cep Telefonu Süreç Nasıl İlerlerler? Başvurunuzu iletin. İşletmenize özel finansma…;;;;v2
hayat-finans--hesaplar-katilma-hesabi;hayat-finans;kampanya_kosullari;"[""Katılma Hesabı açılışında seçtiğiniz hesap türüne uygun olarak hesabınıza minimum 1.000 TL ve 250 USD/EUR yatırmanız gerekir."", ""Vade sonunda kâr payınızı alabilmeniz için hesap açılışında gereken minimum tutar kadar bakiyenin hesabınızda kalmasına dikkat etmelisiniz."", ""En az 7 gün vadeli olarak açılabileceğiniz Katılma Hesabı vade sonunda kâr-zarar ortaklığı çerçevesinde paylaşılan getiri ile birikimlerinize değer katar.Önceden belirlenmiş ve taahhüt edilen bir getirisi olmayan Katılma Hesapları'nda getiri faizsiz bankacılık ilkeleri kapsamında bankanın finansman sağladığı projelerin kâr veya zararına ortak olma esasına dayanır."", ""Katılma Hesabı açabilmek için minimum tutar nedir?"", ""Kâr payı kazanabilmeniz için hesabınızda açılış için gerekli minimum bakiye kadar birikiminiz kalmalıdır."", ""Minimum bakiyelere ulaşmak için tıklayınız ."", ""K â r payı oranları bankaların sunduğu ürünlere ve piyasa koşullarına bağlı olarak değişiklik göstermektedir.""]";0.95;rule_heuristic;;…lma Hesabı Özellikleri Katılma Hesabı'nızı 7 günden başlayan vadelerle 3 ay, 6 ay ve 12 ay vadeli olarak açabilirsiniz. [Katılma Hesabı açılışında seçtiğiniz hesap türüne uygun olarak hesabınıza minimum 1.000 TL ve 250 USD/EUR yatırmanız gerekir.] Nakit ihtiyacınız olduğunda vadenizin dolmasını beklemeden hesabınızdan kolayca para çekebilirsiniz. Hesabınızdan nakit…;;;;v2
